payee_name,agency,zip_code,amount,payment_description
UNIFIRST,CENTRAL SERVICES,20785,78.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,1610.44,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,291.27,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,323.97,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,314.95,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,535.17,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,376.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,50.07,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,268.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,615.29,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,264.04,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,26.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,308.77,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,-25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,-25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,262.83,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,254.21,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,262.8,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,254.21,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,146.11,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,274.4,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,364.36,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,25.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,78.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,78.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,78.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,26.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,264.04,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,298.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,48.19,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,342.82,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,298.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,288.7,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,494.32,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,298.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,341.12,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,553.95,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,298.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,298.42,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,26.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,91.26,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,349.71,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,221.91,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,38.1,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,140.91,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,89.05,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,296.01,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,333.55,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,262.83,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,261.06,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,PUBLIC WORKS & TRANSPORTATION,20785,75.35,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,CENTRAL SERVICES,20785,75.75,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,14.26,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,ENVIRONMENT,20785,377,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,ENVIRONMENT,20785,507.7,UNIFORMS/WORK CLOTHES/ACCESSORIES
UNIFIRST,POLICE,20785,23.8,OTHER GENERAL AND ADMINISTRATIVE CONTRACT SERVICES
UNIFIRST,CENTRAL SERVICES,20785,44.46,UNIFORMS/WORK CLOTHES/ACCESSORIES
